2	Shamelessly resorting pee related sight gags cause Tom Green grimace Myer energy silliness eventually prevail
1	An absurdist spider web
3	If happy listening movies watching slow parade human frailty fascinates right film
2	This version moves original nostalgia communal film experiences yesteryear deeper realization cinema inability stand true lived experience
2	Some movies blend distant memories
3	Mention Solaris years I m sure saw opinion share
4	Allen funniest likeable movie years
4	It glorious spectacle like D.W. Griffith early days silent film
4	This comic gem delightful derivative
4	More timely director dreamed quietly lyrical tale probes ambiguous welcome extended Iran Afghani refugees streamed borders desperate work food
3	The leaping story line shaped director Peter Kosminsky sharp slivers cutting impressions shows signs rich detail condensed evocative images striking character traits
2	With excellent principal singers youthful good looking diva tenor richly handsome locations wish Jacquot left filmed opera distortions perspective
4	The production enormous affection believe characters love
3	Certainly performances worthwhile
3	Winds revelatory narcissistic achieving honest insight relationships high concept films candy coat pat storylines precious circumstances beautiful stars
4	Watching eccentrics inspiring pure joy
4	Steven Spielberg brings masterpiece
3	Finally French produced Read My Lips movie understands characters come
4	Ms. Seigner Mr. Serrault bring fresh unforced naturalism characters
3	Allen shows outgag young whippersnappers making moving pictures today
3	A good film solid pedigree specifically camera
1	By means slam dunk sure ultimately disappoint action fans moved edge seats dynamic act comes touching transcendent love story
4	I encourage young old alike unique entertaining twist classic whale tale wo n't sorry
3	A literary detective story detective story aficionados whodunit wo n't disappointed
3	High Crimes steals freely movies combines disparate types films n't help engage audience
4	If fan series love probably want twice
3	I
3	It celebrates group playful spark nonconformity glancing vividly Hibiscus grandly called angels light
4	The story inspiring ironic revelatory ridiculous money oriented record industry
3	It testament integrity vision band
4	Laced liberal doses dark humor gorgeous exterior photography stable solid performances No Such Thing fascinating little tale
3	Huppert steal makes meal channeling Kathy Baker creepy turn repressed mother Boston Public 8 Women Augustine
3	Nair n't treat issues lightly
3	She allows character confront problems openly honestly
4	One best silly horror movies recent memory real shocks store unwary viewers
3	The work filmmaker secrets buried heart story knows time revealing
3	Strange occurrences build mind viewer extreme urgency
3	Has certain ghoulish fascination generates fair B movie excitement
3	Familiar utterly delightful
3	A fascinating dark thriller keeps hooked delicious pulpiness lurid fiction
3	The film aims funny uplifting moving
3	The extent succeeds impressive
4	The film brilliantly shines characters direction intelligently accomplished
3	While taste funny collegiate gross comedy goes long way restoring luster National Lampoon film franchise long reduced direct video irrelevancy
3	As broad cartoonish screenplay accuracy observation work director Frank Novak keeps film grounded undeniable social realism
4	In addition Hoffman powerful acting clinic rare drama offers thoughtful rewarding glimpse sort heartache felt feel someday
4	Jeffrey Tambor performance intelligent jazz playing exterminator Oscar worthy
3	From opening strains Average White Band Pick Pieces feel love
3	Stevens vibrant creative instincts difference countless flicks guys dolls
3	probably best mature comedy 2002 summer season speaks season picture
2	Old people love movie I mean nicest possible way Last Orders touch heart old earned 50-year friendship
3	Meyjes provocative film called example haphazardness evil
2	Tian emphasizes isolation characters confining color Liyan backyard
3	The movie pretty funny way demeaning subjects
3	imagine scenario Bergman approaches Swedish fatalism Gary Larson Far Side humor
3	Too damn weird pass blacklight crowd way cheaper better Pink Floyd tickets
4	It remarkable epic scope startling intimacy achieves despite breadth
1	It great monster movie
2	But ve paid matinee price bought big tub popcorn guilty fun
2	Chomp chomp
2	The Grey Zone gives voice story needs heard sea Holocaust movies film suffers difficulties
4	Others attuned anarchist maxim urge destroy creative urge willing eyes find Morrison iconoclastic uses technology liberating
3	Miller tells compelling tale little fuss noise expertly plucking tension quiet
3	Time Out existential drama pretension associated term
3	It sweet laugh minute crowd pleaser lifts spirits corners mouth
3	Writer director Alexander Payne Election co writer Jim Taylor brilliantly employ quirky fearless ability look American angst eye end laughing
2	A movie best n't characters flaws insists virtue imperfection
4	It tough watch fantastic movie
4	The best animated feature hit theaters Beauty Beast 11 years ago
3	What saves deeply affecting film merely collection wrenching cases Corcuera attention detail
4	Pacino best years Keener marvelous
3	A solid spooky entertainment worthy price ticket
3	By turns fanciful grisly engagingly quixotic
4	funny enjoyable
3	Adaptation intricately constructed strange way nails Orlean themes true adaptation book
3	So purely enjoyable notice fairly straightforward remake Hollywood comedies Father Bride
3	Moonlight Mile gives freedom feel contradictory things
4	It sentimental feels free offend analytical surrenders illogic characters grief permits laughter
3	The real triumphs Igby come Philippe makes Oliver far interesting character lines suggest Sarandon n't better cruel weirdly likable WASP matron
3	Robin Williams thankfully ditched saccharine sentimentality Bicentennial Man favour altogether darker
3	If willing fun wo n't feel cheated high infidelity Unfaithful
3	Australia Land Beyond Time enjoyable Big Movie primarily Australia weirdly beautiful place
3	Hoffman performance authentic core
3	Told proficiently trounce overly comfortable trappings
4	An enthralling aesthetic experience steeped mystery ravishing baroque beauty
4	The quirky drama touches heart funnybone thanks energetic surprising performance Rachel Griffiths
4	A captivating coming age story narrative film truly informed wireless age
3	What daytime soap opera actually compelling look young woman tragic odyssey
4	Duvall strong
4	A holds barred cinematic treat
3	You hard hearted person moved drama
3	Allen underestimated charm delivers goodies lumps coal
4	Measured practically like themed film Oscar sweeping franchise predecessor The Silence Lambs Red Dragon rates exceptional thriller
2	An exhilarating serving movie fluff
4	Maelstrom strange compelling engrossing different moral tale twisted sense humor
3	It makes believe cast crew thoroughly enjoyed believed small budget film
2	Dark disturbing compelling watch
1	Too Son Bride exercise trying predict preordained big moment occur
3	The picture uses humor heartfelt conviction tell story discovering destination life acknowledging places people came
2	A solid piece journalistic work draws picture man political expedience deadly foreign policy
3	A terrific insider look star making machinery tinseltown
3	It diverting hour half family audience
1	A party hearty teen flick scalds like acid
4	As giddy whimsical relevant today 270 years ago
4	The film offers intriguing premise
3	The Pianist film Roman Polanski born
3	This version justice Stevenson sci fi genre
3	Poignant delicately complex
3	Enough pander basest desires payback unlike revenge fantasies ultimately delivers
3	Cho latest comic set n't sharp fresh I m One That I Want damn funny stuff
3	In The Pianist Polanski saying long wanted confronting roots preoccupations obsessions allows way
3	Despite film shortcomings stories quietly moving
2	Those love Cinema Paradiso find new scenes interesting find movie improved
3	If come family eats meddles argues laughs kibbitzes fights delightful comedy
3	This bracingly truthful antidote Hollywood teenage movies slather Clearasil blemishes youth captures combustible mixture chafing inner loneliness desperate grandiosity tend characterize puberty
2	The reason Sade lay chemistry complex relationship marquis Auteil Emilie Le Besco
3	It filmmakers post camp comprehension old time B movies good bad makes Eight Legged Freaks perfectly entertaining summer diversion
3	The film strength n't details larger picture paints culture conflict thin veneer nationalism covers deepest media soaked fears
2	best seen speculative history exploration paranoid impulse creative sequel Warren Report
3	It faults kind unapologetic sweetheart movie Mandy Moore leaves positive impression
3	The Saigon 1952 uneasy mix sensual delights simmering violence The Quiet American brings right center world
3	Despite shortcomings Girls Ca n't Swim represents engaging intimate feature talented director watch worthy entry French coming age genre
2	Flawed worth seeing Ambrose performance
4	With Dirty Deeds David Caesar stepped mainstream filmmaking assurance worthy international acclaim cinematic tool control driven natural sense works screen
3	The humor humanity Monsoon Wedding perfect balance
1	Lookin sin American style
2	Try Hell House documents cautionary Christian spook rama
4	A compelling motion picture illustrates American tragedy
3	As comedic spotlights Notorious C.H.O. hits verbal marks
3	It day beach air conditioning popcorn
1	Frida n't different Hollywood romance
3	What sets apart vision Taymor avant garde director Broadway The Lion King film Titus brings
4	Stevens flair dialogue comedy film operates nicely element surprise large cast solid
4	Extremely acted primary actors seriously intended movie easily forgotten
3	The film exudes urbane sweetness Woody Allen bitterly forsaken
3	K-19 The Widowmaker derivative overlong bombastic surprisingly entertaining
3	It good hard edged stuff violent bit exploitative nicely morally alert street smart
3	Cineasts revel visual jokes film verbal pokes likes Miramax chief Harvey Weinstein bluff personal style stylistic rigors Denmark Dogma movement
3	It rare window artistic collaboration
1	begins promise runs aground snared tangled plot
4	Perhaps best sports movie I ve seen
4	Cho timing priceless
2	creates visceral sense characters lives conflicted emotions carries far melodramatic Lifetime Channel style anthology
4	A sensitive moving brilliantly constructed work
3	An edgy thriller delivers surprising punch
3	A reasonably entertaining sequel 1994 surprise family hit strain adult credibility
3	Reno delivers monologue manages incorporate horror absurdity situation balanced fashion
3	truth
4	confident richly acted emotionally devastating piece work 2002 great film
3	A touching small scale story family responsibility care community
4	Arteta directs best ensemble casts year
3	The casting von Sydow Intacto luckiest stroke
3	No single minded John Carpenter original sure lot smarter unnerving sequels
4	A gem romantic crime comedy turns clever amusing unpredictable
4	Stands year intriguing movie experiences letting imagery speak forces ponder anew movie
4	2/3 film incredibly captivating insanely funny thanks interesting cinematic devices cool visual backmasking solid cast wickedly sick twisted humor
3	This movie got grinning
3	There help entertained sight getting away
3	An old fashioned drama substance teacher slide slippery slope dishonesty encounter rich powerful disdain virtue
3	What like movie children song includes line My stepdad mean adjusting
2	This English language version honor Miyazaki teeming unsettling landscape conflicted complexity characters
3	The pleasures afford moviegoers occupied amidst minded concerns year end movies
3	Not welcome accept The Trials Henry Kissinger faithful portraiture argue debate joins necessary timely
3	There special effects Hollywood endings
3	Like original version raised notches kiddie fantasy pablum Allen astringent wit
1	Despite Hawaiian setting science fiction trimmings moments rowdy slapstick basic plot Lilo pulled tear stained vintage Shirley Temple script
2	A brutally honest documentary anticipated family reunion goes wrong thanks culture shock refusal empathize
4	Filled honest performances exceptional detail Baran gentle film dramatic punch haunting ode humanity
2	Sparkles deft portrait Tinseltown seasoned veterans gossip wealth paranoia celebrityhood
3	In dry forceful way delivers message Jiri Menzel Closely Watched Trains Danis Tanovic No Man Land
4	triumph emotionally narratively complex filmmaking
2	Haynes homage films All That Heaven Allows Imitation Life transcends
4	Simply Far From Heaven masterpiece
3	An intense effective film loneliness chilly anonymity environments spend time
1	Although fairly involving far goes film n't end having fresh growing Catholic
2	Proves mainly South Korean filmmakers undemanding action movies alacrity Hollywood counterparts
3	A funny romantic comedy skittish New York middle agers stumble relationship struggle furiously fears foibles
4	Top notch action powers romantic drama
3	Beresford nicely mixes humor pathos sentimental journey heart
3	It shame wo n't opportunity embrace small sweet Evelyn
4	I stopped thinking good started reacting feeling grand locations thinking urgently protagonists struggled feeling mercy inventiveness gasping visual delights
3	Probably best case Christianity Chesterton Lewis
3	A gently funny sweetly adventurous film makes feel genuinely good entirely unconned false sentiment sharp overmanipulative Hollywood practices
3	Would unendurable viewing experience ultra provincial New Yorker 26-year old Reese Witherspoon hand inject pure fantasy character Melanie Carmichael massive infusion old fashioned Hollywood magic
3	Visually fascinating intense character study fathers sons loyalty duty
3	A lyrical metaphor cultural personal self discovery picaresque view little remembered world
3	Schütte dramatic snapshot artist days death offers interesting bit speculation issues Brecht faced life drew close
4	A slick engrossing melodrama
3	S1M0NE satire subtle effective
3	It quirky beat project
1	While object idea Vietnam picture rah rah patriotic tone Soldiers ultimately achieves main strategic objective dramatizing human cost conflict came define generation
3	Even n't know band album songs heart enjoy seeing evolve learn good deal state music business 21st Century
4	The solid filmmaking convincing characters makes high water mark genre
3	Films loss grief recovery pretty valuable days
3	Seen light Moonlight Mile strike nerve
4	It endlessly inventive consistently intelligent sickeningly savage
4	It definitely worth seeing
3	An impeccable study perversity
3	Far From Heaven dazzling conceptual feat work enthralling drama
4	A movie thrills eye way touches heart
3	Stuffed brim ideas American instigator Michael Moore film rambling examination American gun culture uses usual modus operandi crucifixion juxtaposition
3	Affectionately reminds language huge stuff life usually traced little things
2	A drama great power members audience leave theater believing seen comedy
4	The large frame IMAX camera lends beautifully filming teeming life reefs making gorgeous film junior scientists grown fish lovers
2	The result depressing liberating boring
3	A story intelligent high school students deals love sweetly seriously
4	It beautifully acted
2	It n't picture unfamiliar manages find new avenues discourse old problems
2	Same song second verse coulda better coulda worse
4	It technically superb film shining usual Spielberg flair expertly utilizing talents notch creative team
3	Wilco fans great time movie win band new converts
3	Tsai deserved reputation cinema world great visual stylists film shot enhances excellent performances
2	The date movie Franz Kafka
3	The fact screen alive likely Broomfield interviewees longer
4	Leguizamo Jones excellent rest cast uniformly superb
3	I liked film lot
3	originality Life distance pack paint number romantic comedies end cinema screens
4	A solid refined piece moviemaking imbued passion attitude
3	Nettelbeck crafted engaging fantasy flavours emotions romance novel recipe book
4	With sex wonderful tale love destiny told master storyteller
3	On surface silly comedy Scotland PA forgettable n't clever adaptation bard tragic play
3	A weird arresting little ride
2	A fine film lot better stuck Betty Fisher left stories
4	A class road movie proves run away home ego problems
1	You want reality check pay ticket price Simone consider DVD rental instead
4	Well cast directed powerful drama sardonic wit maudlin
4	A backstage true fans comedy
3	There stabbing inter racial desire importantly singing dancing
3	The film sounds like stuff lurid melodrama makes interesting character study fact story told Paul perspective
4	Jones makes great impression writer director little 1.8 million charmer cutting edge indie filmmaking huge heart
3	In disturbingly involving family dysfunctional drama How I Killed My Father French director Anne Fontaine delivers inspired portrait male ridden angst emotional blockage accompanies human condition
3	Below mark Mr. Twohy emergence mainstream promise remains undiminished
4	There reason miss Interview Assassin
4	Happily stays close ground spare simple manner n't pummel phony imagery music
3	Its sheer dynamism infectious
3	For attempt film noir Spielberg presents fascinating flawed look near future
2	managed way past crappola radar find small place heart
4	Perhaps cliche film refreshing
4	Drumline shows level young Black manhood funny touching smart complicated
3	It taste Burning Man ethos appealing blend counter cultural idealism hedonistic creativity
2	The limited sets small confined dark spaces homages classic low budget film noir movie
1	The movie slow
4	A wonderfully loopy tale love longing voting
3	The fascination comes power Huston performance larger life fragile way Ivan character accepts news illness quickly finds unable react
3	The scenes film anguished bitter truthful
4	Mr. Koshashvili director watch
3	Predictable storyline book scripting washed away sumptuous ocean visuals cinematic stylings director John Stockwell
3	Antwone Fisher certainly trick making care protagonist celebrate victories exceptions rarely stoops cheap manipulation corny conventions
3	One feels dimming certain ambition place sweetness clarity emotional openness recalls classics early Italian neorealism
3	It challenges nervy oddity like modern art
3	Whenever think ve figured Late Marriage throws loop
4	The Pianist Polanski best film
2	It testament quiet endurance common concern reconciled survival
1	This Orange juice far fresh squeezed
3	A sensitive modest comic tragedy works character study symbolic examination huge economic changes sweeping modern China
2	High Crimes knows mistakes bad movies determined maybe nobility sort
4	Cusack brilliant
4	Knows imagination wonder
3	Jae eun Jeong Take Care My Cat brings beguiling freshness coming age story buoyant expressive flow images emerges key contribution flowering South Korean cinema
4	The overall fabric hypnotic Mr. Mattei fosters moments spontaneous intimacy
3	Evokes palpable sense disconnection poignant incessant use cell phones
3	Malcolm McDowell cool
3	Paul Bettany cool
2	Paul Bettany playing Malcolm McDowell
3	Cool
3	A touching sophisticated film like documentary way captures Italian immigrant family brink major changes
2	trashy little bit fluff stuffed enjoyable performances bewildering sense self importance
4	An inventive absorbing movie hard classify hard resist
3	It want movie sisters
4	I thought relationships wonderful comedy funny love real
3	Caine proves n't lost touch bringing superb performance admittedly middling film
3	Bogdanovich puts history perspective Kirsten Dunst remarkable performance showcases Davies young woman great charm generosity diplomacy
3	This breezy caper movie soulful incisive meditation way way
4	A captivating new film
4	Those n't film austerity find capable rewarding
3	It clear eyed portrait intensely lived time filled nervous energy moral ambiguity great uncertainties
3	Reveals important special talents service
3	It shows deeply felt emotions draw people walls separate
4	With sort good natured fun found films like Tremors Eight Legged Freaks prime escapist fare
3	A sharp amusing study cult celebrity
3	The sentimental cliches mar excellent film
4	A powerful performance Mel Gibson brutal 90-minute battle sequence issue dog tag M-16
4	A graceful moving tribute courage New York finest nicely understated expression grief shared nation sacrifice
3	A coming age tale New Zealand boozy languid air balanced rich visual clarity deeply felt performances board
1	Made Jaglomized Cannes Film Festival annual Riviera spree flesh buzz blab money
3	The charming result Festival Cannes
4	If looking new hoping entertaining luck
4	A hugely rewarding experience bit enlightening insightful entertaining Grant best films Four Weddings Funeral Bridget Jones Diary
3	A rip roaring comedy action fest hairs chest
3	If art good yarn sneeze days
3	Simultaneously heart breaking funny The Last Kiss performances
3	There subversive element Disney cartoon providing unexpected fizzability
3	An unforgettable look morality family social expectation prism omnibus tradition called marriage
3	An enjoyable occasionally flawed experiment
4	Miyazaki world cinema wondrously gifted artists storytellers
3	If Ayurveda help return sane regimen eating sleeping stress reducing contemplation clearly good thing
4	Meeting exceeding expectations best sequel The Empire Strikes Back majestic achievement epic astonishing grandeur surprising emotional depth
4	Leigh rare directors feels acting heart soul cinema
3	He allows cast members creative contributions story dialogue
4	This method fails works superbly
4	Poetry motion captured film
3	While bit repetitive overall entertaining informative documentary
3	Directing sure measured hand Haneke steers clear sensational offers instead unflinching objective look decidedly perverse pathology
4	The entire movie establishes wonderfully creepy mood
3	I found The Ring moderately absorbing largely elegantly colorful look sound
3	The filmmakers want good time cheap B movie way succeed
4	Amari dressed little parable fairly irresistible package privileged moments memorable performances
2	Rabbit Proof Fence probably angry
3	But likely weep way n't feel like sucker
4	Both heartbreaking heartwarming simple fable artless sytle tremendously moving
3	This masterfully calibrated psychological thriller thrives taut performances creepy atmosphere screenplay falls somewhat short
3	The film sense imagery gives terrible strength propelled acting
4	The Pianist supremely hopeful cautionary tale war madness remembered today prevent tragic waste life
4	Here divine monument single man struggle regain life dignity music
3	Strange delightfully
3	Elegant mannered teasing
2	An average coming age tale elevated wholesome twist pesky mother interfering son discovery homosexuality
4	The ingenuity Parker displays freshening play class Wilde
2	Decasia happened silent movies newsreels like
3	The unexpected thing dying shower black white psychedelia beautiful
1	A droll bitchy frolic pokes fun price popularity small town pretension Lone Star State
4	With protagonists Miller eloquently captures moment woman life deep seated emotional need turn different path
4	Ryan Gosling 22 powerful young actor
2	A minor work denying potency Miller strange fleeting brew hopeful perseverance hopeless closure
3	As introduction man theories influence Derrida useless portrait artist endlessly inquisitive old man invaluable
4	The film verbal duel gifted performers
1	Imperfect
3	Yes intriguing honorable worthwhile addition distinguished film legacy
2	You enjoyable basic minimum
2	But whit
3	What great way spend 4 units day
3	The movie hardly masterpiece mark Ms. Bullock best work time
3	As simple innocent movie imagine
4	This movie trust
3	Passionate irrational long suffering cruel tarantula Helga figures prominently movie helps proceedings funny grown ups rugrats
2	It image
4	Vividly conveys passion creativity fearlessness Mexico colorful controversial artists captivating drama speak nonconformist
3	Hollywood Ending stoppingly hilarious scathingly witty nonetheless
2	Maybe Thomas Wolfe right You n't home
3	A compelling yarn ripping
3	On Granger Movie Gauge 1 10 The Powerpuff Girls fast frenetic funny punny 6 aimed specifically grade school audience
3	The film strong performances
3	I ve bought telemarketers I bought movie
4	Perfectly pitched comedy tragedy hope despair About Schmidt instead comes far closer movies expressing way live someplace consuming self absorption insistently demanding otherness
2	The funny thing I n't mind contrived nonsense bit
3	Shyamalan turns goose pimple genre head fills spirit purpose emotionally bruised characters add body count
4	A sexy peculiar entertaining costume drama set Renaissance Spain fact based true events makes compelling
3	An entertaining documentary freshly considers arguments Bard immortal plays written somebody
4	A highly spirited imaginative kid movie broaches neo Augustinian theology Is God stuck Heaven He afraid His best known creation
4	Call magic realism surrealism Miss Wonton floats reality certain degree wit dignity
4	Raimi team n't better bringing story Spider Man big screen
3	The director explores sides story sensitivity inquisitiveness reminiscent Truffaut
4	Well acted directed moodiness pretentious
3	It satisfying summer blockbuster worth look
3	Boomers kids Barrie good time
3	Real Women Have Curves wears empowerment sleeve worst harangues easy swallow thanks remarkable performances Ferrera Ontiveros
3	Ultimately MIB II succeeds rapid fire delivery inspired levity n't dismissed mindless
3	Stage director Sam Mendes showcases Tom Hanks depression era hit man dark tale revenge
3	Sitting row IMAX cinema Sydney Darling Harbour I felt I tiny seater plane carried giant camera Australia sweeping gliding banking hovering
2	The real charm trifle deadpan comic face star Jean Reno resembles Sly Stallone hot sake half sleep
4	What fun silly outrageous ingenious thriller director talent
1	Watching Brian DePalma movie like watching Alfred Hitchcock movie drinking beers
3	Strip excess debris 90-minute star movie
0	As long unfocused
4	An immensely entertaining look unsung heroes 20th century pop music
3	This familiar rise fall tale long glamour short larger moralistic consequences told sharp ears eyes tenor times
4	This beautifully animated epic dull
4	Brian Tufano handsome widescreen photography Paul Grabowsky excellent music turn fairly parochial melodrama special
4	It makes compelling provocative prescient viewing
4	A thoroughly entertaining comedy uses Grant twist acidity prevent succumbing bathos
3	Using stock plot About Boy injects freshness proceedings provide enjoyable 100 minutes movie theater
2	What Eric Schaeffer accomplished Never Again strictly speaking qualify revolutionary
3	But defiantly delightfully grain
4	The hard predict absolutely essential chemistry earth Bullock nonchalant Grant proves sensational meshes elegant entertainment
3	A positively thrilling combination ethnography intrigue betrayal deceit murder Shakespearean tragedy juicy soap opera
3	Mr. Clooney Mr. Kaufman collaborators entitled deep bow fashioning engrossing entertainment sure fire prescription critical commercial disaster
3	Definitely funny stuff laughing variety laughing
4	Easily thoughtful fictional examination root causes anti Semitism seen screen
4	A real winner smart funny subtle resonant
3	Family portrait need neurosis nervy negativity rare treat shows promise digital filmmaking
2	The pitch read like discarded House Beautiful spread
4	Uplifting document worst possibilities mankind best films year
2	Director David Jacobson gives Dahmer consideration murderer game victims
4	The film terrific look Salma Hayek feel character stages life
0	A decided lack spontaneity execution dearth real poignancy epiphanies
4	The performances remarkable
3	It Burns visuals characters punchy dialogue plot carry waydowntown
3	As literary desecrations makes perfectly acceptable occasionally enjoyable children entertainment
0	You forget Monday old developed taste kids
3	While I n't par Stuart Little 2 light fun cheese puff movie
4	Strange funny twisted brilliant macabre
4	A genuinely moving wisely unsentimental drama
2	Heaven haunting dramatization couple moral ascension
3	The Mothman Prophecies best illustrating demons bedevilling modern masculine journey
3	Plays dogged eventually winning squareness darling kids family oriented cable channel
4	An entertaining British hybrid comedy caper thrills quirky romance
2	Alain Choquart camera barely stops moving portraying turmoil time giving Conduct perpetual sense urgency film takes nearly hours unspool funny irritating
2	Mostly Martha little trimming 10 15 minutes cut notice pleasurable trifle
1	The pain feel credits roll stomach grumbling tasty grub
4	Hardly objective documentary great cinematic polemic love Moore loathe ve got admire intensity willing express convictions
4	The mark respectable summer blockbuster things unadulterated thrills genuine laughs
4	The film visually dazzling depicted events dramatic funny poignant
3	A directorial tour de force Bernard Rose ivans xtc
4	year best pictures
2	What makes movie work admittedly limited extent commitment genuinely engaging performers
4	Weaver LaPaglia excellent kind low key way allows forget actually movie folk
3	Even digressions funny
3	Mr. Spielberg company want enjoy feeling conned
3	And succeed merrily noble endeavor
2	Melodrama message
3	A perfectly pleasant slightly pokey comedy
3	Coppola directorial debut incredibly layered stylistic film despite fairly slow paced humdrum approach character development manages decent attempt meaningful cinema
3	At end computerized Yoda finally reveals martial artistry film ascends kinetic life teeming cranky adults rediscover quivering kid inside
3	Wang Xiaoshuai directs intricately structured realized drama presents fascinating glimpse urban life class warfare embroils young men
3	It hard imagine anybody mood view movie harrowing painful The Grey Zone equally hard imagine anybody able tear eyes away screen started
4	Bogdanovich taps deep Hearst mystique entertainingly reenacting historic scandal
3	A moving tale love destruction unexpected places unexamined lives
3	Clooney directs film keeping balance fantastic believable
3	Even n't understand earth going movie stimulate hours post viewing discussion reminded
2	lesson prehistoric hilarity
4	A fantastically vital movie manages invest real humor sensuality sympathy story adolescent boys
3	Lawrence plumbs personal tragedy human comedy
1	Though capable thriller way K-19 jettisoned crucial drama
4	Just surest bet good time movies summer
2	It disingenuous Reno great film flicks moving multiplex
3	This movie pleasant distraction Friday night diversion excuse eat popcorn
3	There certain sense experimentation improvisation film work compelling
3	The Four Feathers rewards exoticism seas sand fierce grandeur sweeping battle scenes
4	A delicious quirky movie terrific screenplay fanciful direction Michael Gondry
3	This story timely important
3	And element heartbreak watching older wiser eyes know happen Greene story ends
3	The bodily function jokes expect rich veins funny stuff movie
3	The performances amiable committed comedy hits bullseye
3	This time hype quieter movie slightly successful rollicking good time
3	There plenty enjoy small thanks Lau
1	With romantic comedy plotline straight ages Cinderella story n't single surprise sleeve
3	But manage spell
4	Though argue ranks best Herzog works Invincible shows form astoundingly rich film
3	Catch Me feels capable charming masses star power pop induced score sentimental moments Spielberg trademark
3	By means great movie refreshingly forthright
3	The casting Raymond J. Barry assassin greatly enhances quality Neil Burger impressive fake documentary
3	Despite Besson high profile Wasabi big selling point doubt Krawczyk deserves huge credit film thoroughly winning tone
4	This documentary dazzling remarkably unpretentious reminder Evans lost got
4	A thoughtful movie movie concerned souls risk schemes consequences actions
